key,pearson_r,mae,rmse,train_time,ms_per_mol,n_params,epochs_run,stopped_early,dataset,model,level_id,seed
QM9_DimeNet_1_2048,0.7872796654701233,0.012149372138082981,0.016129854558321895,71.13599562644958,1.9125723665543768,878849,30,1,QM9,DimeNet,1,2048
QM9_DimeNet_1_2222,0.7990614771842957,0.00806315615773201,0.011015541258326244,190.27700018882751,1.9149961483638298,878849,80,0,QM9,DimeNet,1,2222
QM9_DimeNet_1_271,0.6934117078781128,0.009984288364648819,0.014088601981443474,71.211998462677,1.897661834885672,878849,30,1,QM9,DimeNet,1,271
QM9_DimeNet_1_314,0.8431156873703003,0.010305941104888916,0.014495914860628735,180.5379993915558,1.9111472754901597,878849,76,1,QM9,DimeNet,1,314
QM9_DimeNet_1_3141,0.7071167826652527,0.011632347479462624,0.015945984862838745,78.32000017166138,1.9203280359834454,878849,33,1,QM9,DimeNet,1,3141
QM9_DimeNet_1_3333,0.7817437648773193,0.009300298988819122,0.012385495495747535,114.46099495887756,1.918345723551777,878849,48,1,QM9,DimeNet,1,3333
QM9_DimeNet_1_42,0.7850461006164551,0.011080892756581306,0.015121491236803524,187.57399773597717,1.9103938702368977,878849,80,0,QM9,DimeNet,1,42
QM9_DimeNet_1_4444,0.7808851003646851,0.010557049885392189,0.01364551337937561,187.48800086975098,1.9168731999227195,878849,80,0,QM9,DimeNet,1,4444
QM9_DimeNet_1_456,0.6825984716415405,0.010816848836839199,0.015524611555094584,70.34699940681458,1.9153822214653178,878849,30,1,QM9,DimeNet,1,456
QM9_DimeNet_1_5555,0.7900411486625671,0.011668777093291283,0.015697804166043012,70.5439977645874,1.919795850235841,878849,30,1,QM9,DimeNet,1,5555
QM9_DimeNet_1_6666,0.7436843514442444,0.00987592525780201,0.013156451214893377,187.48000144958496,1.9211949678379439,878849,80,0,QM9,DimeNet,1,6666
QM9_DimeNet_1_7777,0.7453160285949707,0.010386958718299866,0.013412071977082421,82.68099641799927,1.9099939838315068,878849,35,1,QM9,DimeNet,1,7777
QM9_DimeNet_1_789,0.7618880271911621,0.010146786458790302,0.014058048629069477,71.34599947929382,1.9151161285915155,878849,30,1,QM9,DimeNet,1,789
QM9_DimeNet_1_8888,0.8020806908607483,0.009154992178082466,0.012726089076967416,186.589998960495,1.9096609226615677,878849,79,1,QM9,DimeNet,1,8888
QM9_DimeNet_1_9999,0.8280055522918701,0.01014154776930809,0.013577610988210503,137.3010003566742,1.92586351485322,878849,58,1,QM9,DimeNet,1,9999
QM9_DimeNet_2_1024,0.72823166847229,0.00954672135412693,0.012701602670451995,132.110999584198,2.0345428068007267,878849,56,1,QM9,DimeNet,2,1024
QM9_DimeNet_2_1111,0.8017786741256714,0.00921011995524168,0.01245868154866524,185.21275639533997,2.0390692627646936,878849,78,1,QM9,DimeNet,2,1111
QM9_DimeNet_2_123,0.7614488005638123,0.011113474145531654,0.01475585553600279,103.04199838638306,2.025668990954581,878849,44,1,QM9,DimeNet,2,123
QM9_DimeNet_2_1618,0.8198465704917908,0.008406227454543114,0.011087615619848716,188.743999004364,2.0495385390550696,878849,80,0,QM9,DimeNet,2,1618
QM9_DimeNet_2_1729,0.8504596948623657,0.011796158738434315,0.015407265690751848,84.54300045967102,2.0454510727503497,878849,36,1,QM9,DimeNet,2,1729
QM9_DimeNet_2_2048,0.8624349236488342,0.009817739948630333,0.012881501221951551,189.5239963531494,2.034026961762457,878849,80,0,QM9,DimeNet,2,2048
QM9_DimeNet_2_2222,0.7778953313827515,0.008513948880136013,0.011585079841458587,137.36099910736084,2.03795278538894,878849,58,1,QM9,DimeNet,2,2222
QM9_DimeNet_2_271,0.7854982018470764,0.008309775963425636,0.011840784058072934,187.49199748039246,2.037003116771709,878849,80,0,QM9,DimeNet,2,271
QM9_DimeNet_2_314,0.8444198966026306,0.009975492022931576,0.013843033908398337,168.39357900619507,2.0304194640553757,878849,71,1,QM9,DimeNet,2,314
QM9_DimeNet_2_3141,0.7968668937683105,0.009724908508360386,0.0134368220918245,189.12999725341797,2.03594279866257,878849,80,0,QM9,DimeNet,2,3141
QM9_DimeNet_2_3333,0.7802379131317139,0.009357553906738758,0.012432315516675386,149.68399953842163,2.0450419191917075,878849,64,1,QM9,DimeNet,2,3333
QM9_DimeNet_2_42,0.7756582498550415,0.01053632702678442,0.014481324899796541,104.13799953460693,2.0777647141909883,878849,44,1,QM9,DimeNet,2,42
QM9_DimeNet_2_4444,0.804141640663147,0.009377988055348396,0.012309903362010063,187.4279980659485,2.0334900391166215,878849,80,0,QM9,DimeNet,2,4444
QM9_DimeNet_2_456,0.794390082359314,0.009171226061880589,0.012671688800299542,186.0269992351532,2.0459148436993373,878849,80,0,QM9,DimeNet,2,456
